Client_ID,Total_Points,Fuel_Type,Lubricant_Amount_MAD,Shop_Amount_MAD,Restaurant_Amount_MAD,Butagaz_Units,Points_Redeemed,Estimated_Earned_Points,Loyalty_Ratio,Churned
C7006,4481,V-Power,38,504,235,1,2529,5757.0,0.5643829502343227,0
C7007,9993,FuelSave,458,908,287,0,7776,12738.0,0.7781447012909036,0
C7008,6182,V-Power,322,979,430,0,5714,2901.0,0.9242963442251698,1
C7009,6282,V-Power Sans Plomb,43,242,134,3,4911,4146.5,0.7817574021012417,0
C7010,17827,V-Power Sans Plomb,359,97,499,0,6717,28730.0,0.3767880181746789,1
C7011,9637,V-Power Sans Plomb,63,857,46,1,8121,4856.0,0.8426896337034346,0
C7012,17484,V-Power Diesel,475,259,169,0,15142,6758.0,0.8660489590482727,1
C7013,13512,V-Power Diesel,422,865,188,3,6849,18432.5,0.5068827708703375,0
C7014,2024,FuelSave,183,83,79,4,1153,5100.0,0.5696640316205533,0
C7015,17134,V-Power Sans Plomb,472,530,434,0,8471,23093.5,0.49439710517100505,0
C7016,578,V-Power Diesel,85,120,439,3,527,1071.5,0.9117647058823529,1
C7017,3623,V-Power Diesel,396,996,249,0,1563,6791.0,0.4314104333425338,0
C7018,7564,V-Power Sans Plomb,387,798,35,4,4134,10195.0,0.5465362242199894,0
C7019,13568,V-Power,283,722,426,0,6832,18271.0,0.5035377358490566,0
C7020,8917,V-Power Sans Plomb,82,758,150,0,2809,16260.0,0.3150162610743524,1
C7021,13862,FuelSave,258,42,370,1,10934,15410.0,0.7887750685326793,0
C7022,1709,V-Power Sans Plomb,253,63,140,0,952,2348.5,0.5570509069631363,0
C7023,5653,V-Power,282,765,44,0,4174,4788.5,0.7383690076065805,0
C7024,5398,V-Power,188,769,199,4,3170,7126.0,0.5872545387180437,0
C7025,19062,V-Power Sans Plomb,330,985,433,2,11724,20293.0,0.6150456405413912,0
C7026,11371,V-Power Diesel,133,789,99,0,6804,12438.5,0.5983642599595462,0
C7027,8110,V-Power,303,336,213,2,5023,8769.5,0.6193588162762023,0
C7028,11577,FuelSave,222,599,414,3,10197,8435.0,0.8807981342316662,1
C7029,16291,V-Power Diesel,55,843,421,1,11762,12741.5,0.721993738874225,0
C7030,3044,FuelSave,28,789,110,1,1395,9272.0,0.45827858081471745,0
C7031,6022,FuelSave,199,743,371,3,4055,11448.0,0.6733643307871139,0
C7032,2870,FuelSave,330,723,205,2,2671,2453.0,0.9306620209059233,1
C7033,5210,FuelSave,119,834,452,3,3017,12670.0,0.5790786948176584,0
C7034,828,V-Power,456,270,414,1,354,2425.0,0.427536231884058,0
C7035,14183,V-Power Diesel,286,42,309,1,8025,16132.0,0.5658182330959599,0
C7036,6079,V-Power Sans Plomb,320,781,200,3,2937,9456.0,0.48313867412403355,0
C7037,13622,V-Power,70,879,7,3,10026,10246.0,0.7360152694171194,0
C7038,7294,V-Power Diesel,329,73,267,4,4654,7669.0,0.6380586783657801,0
C7039,620,V-Power Sans Plomb,136,638,442,3,577,1623.5,0.9306451612903226,1
C7040,7249,V-Power Sans Plomb,62,531,452,1,4836,7177.5,0.6671265002069251,0
C7041,14263,V-Power,76,534,438,4,9300,13855.5,0.6520367384140784,0
C7042,17848,V-Power Diesel,282,821,31,0,7749,26381.5,0.43416629314208877,0
C7043,15950,FuelSave,17,456,481,2,8503,38389.0,0.5331034482758621,0
C7044,4175,FuelSave,399,614,409,4,3132,7037.0,0.7501796407185629,0
C7045,18960,V-Power Sans Plomb,387,573,381,1,17886,4126.0,0.9433544303797469,1
C7046,6143,V-Power,477,498,395,3,4316,6237.5,0.7025883118997233,0
C7047,12060,V-Power,165,573,96,3,11322,2979.0,0.9388059701492537,1
C7048,18200,FuelSave,147,959,392,4,7748,54158.0,0.4257142857142857,0
C7049,18080,V-Power,424,329,249,3,14210,10977.0,0.7859513274336283,0
C7050,15883,V-Power,185,436,128,3,9376,17316.5,0.5903166908014859,0
C7051,3670,V-Power Diesel,75,999,142,0,1269,7218.5,0.3457765667574932,1
C7052,855,V-Power Diesel,27,316,481,4,344,2501.5,0.4023391812865497,0
C7053,10218,V-Power Sans Plomb,43,564,290,1,6990,9067.0,0.6840869054609513,0
C7054,528,V-Power Diesel,320,642,90,4,239,2174.5,0.45265151515151514,0
C7055,15331,V-Power,136,395,7,1,5382,25510.5,0.35105342117278715,1
C7056,17897,FuelSave,361,635,5,1,10541,37881.0,0.5889813935296419,0
C7057,11394,FuelSave,112,531,405,1,10414,6048.0,0.9139898192030893,1
C7058,9519,FuelSave,160,536,246,1,6928,13997.0,0.7278075428091186,0
C7059,13138,V-Power Sans Plomb,244,984,488,2,10595,8273.5,0.80643933627645,0
C7060,15389,FuelSave,448,27,363,0,9327,31148.0,0.6060822665540321,0
C7061,2524,V-Power Diesel,105,527,115,0,1213,4024.5,0.4805863708399366,0
C7062,6339,V-Power Diesel,8,946,423,4,3220,9574.5,0.5079665562391544,0
C7063,14003,V-Power,213,167,419,0,10794,8821.5,0.7708348211097622,0
C7064,10803,V-Power Sans Plomb,317,788,174,2,9456,4846.5,0.8753124132185504,1
C7065,17638,FuelSave,456,582,76,0,14190,18354.0,0.8045129833314435,0
C7066,18122,V-Power,324,843,330,2,6034,31917.0,0.33296545635139607,1
C7067,2406,FuelSave,117,361,460,0,1766,4138.0,0.7339983374896093,0
C7068,7899,FuelSave,385,738,428,1,2575,28271.0,0.3259906317255349,1
C7069,8461,V-Power,205,849,243,0,5510,8674.5,0.6512232596619785,0
C7070,12531,V-Power Diesel,203,209,198,2,10110,6862.5,0.8067991381374192,0
C7071,15628,V-Power,28,394,364,2,7553,21173.5,0.48329920655234193,0
C7072,16163,V-Power Sans Plomb,207,671,382,1,11365,13355.0,0.7031491678525026,0
C7073,1960,V-Power,303,762,222,1,1205,3274.5,0.6147959183673469,0
C7074,16182,FuelSave,72,888,323,4,10380,30693.0,0.6414534668149796,0
C7075,15693,V-Power Diesel,306,511,239,3,6835,23501.0,0.43554451029121266,0
C7076,18300,V-Power,287,608,54,3,14432,10919.0,0.7886338797814207,0
C7077,11545,V-Power Diesel,372,942,355,3,5233,17749.0,0.4532698137721958,0
C7078,8266,V-Power Diesel,407,428,198,0,6160,6298.0,0.7452213888216792,0
C7079,18312,V-Power Diesel,372,736,293,0,9209,24158.5,0.5028942769768457,0
C7080,4878,V-Power Diesel,441,974,310,1,2192,8540.0,0.44936449364493647,0
C7081,8029,FuelSave,403,273,352,2,6014,11303.0,0.749034749034749,0
C7082,3571,FuelSave,339,213,458,2,3071,3710.0,0.859983197983758,1
C7083,17439,FuelSave,116,645,347,4,7665,50378.0,0.43953208326165494,0
C7084,18447,FuelSave,242,186,271,3,13848,23994.0,0.7506911692958205,0
C7085,12192,FuelSave,233,469,428,4,10065,12165.0,0.8255413385826772,0
C7086,1540,V-Power Sans Plomb,426,261,279,0,1124,2006.0,0.7298701298701299,0
C7087,3186,V-Power Sans Plomb,371,782,48,1,1956,4376.0,0.6139359698681732,0
C7088,13166,V-Power,388,613,435,4,6738,17906.0,0.5117727479872398,0
C7089,3053,V-Power Diesel,467,349,280,0,2341,2876.0,0.7667867671143138,0
C7090,2279,V-Power Sans Plomb,207,247,345,2,2114,1411.5,0.927599824484423,1
C7091,13686,FuelSave,146,956,277,3,6049,39864.0,0.44198450971795994,0
C7092,16959,V-Power Diesel,331,373,335,0,5607,29419.0,0.33062090925172477,1
C7093,5557,FuelSave,80,504,427,1,4384,6976.0,0.788914882130646,0
C7094,19233,FuelSave,97,285,210,2,14193,25992.0,0.7379503977538605,0
C7095,19657,V-Power,410,429,304,2,12327,19668.0,0.6271048481456988,0
C7096,2762,V-Power Diesel,296,493,309,3,1790,3828.0,0.6480811006517017,0
C7097,10808,FuelSave,379,991,202,4,10116,5432.0,0.9359733530717986,1
C7098,17276,FuelSave,473,979,63,1,7041,52790.0,0.4075596202824728,0
C7099,17992,V-Power,241,400,45,1,9807,21248.5,0.5450755891507336,0
C7100,5688,V-Power Diesel,289,220,0,4,1964,10219.0,0.34528832630098455,1
C7101,9302,V-Power Sans Plomb,20,458,158,2,4311,13313.5,0.4634487207052247,0
C7102,5557,V-Power Diesel,169,369,226,0,1670,10481.5,0.30052186431527805,1
C7103,4498,FuelSave,104,490,205,4,3461,6384.0,0.7694530902623388,0
C7104,9364,V-Power Sans Plomb,66,595,108,4,4154,14194.0,0.443613840239214,0
C7105,4177,V-Power,488,616,247,1,1328,8573.5,0.3179315298060809,1
C7106,6296,V-Power,99,509,116,2,3445,8051.5,0.5471728081321474,0
C7107,14950,FuelSave,476,211,380,3,7345,39392.0,0.49130434782608695,0
C7108,6863,V-Power Diesel,236,263,179,0,6056,2695.5,0.8824129389479819,1
C7109,8623,FuelSave,251,177,73,1,7540,6016.0,0.874405659283312,1
C7110,8722,V-Power Diesel,82,144,386,4,4213,12284.5,0.48303141481311623,0
C7111,14154,V-Power,20,824,61,3,10456,10450.0,0.7387311007489049,0
C7112,18284,FuelSave,203,441,411,4,16577,9990.0,0.906639684970466,1
C7113,4571,FuelSave,491,971,265,2,2320,13182.0,0.5075475825858674,0
C7114,9308,V-Power Sans Plomb,470,607,169,0,7267,6348.5,0.7807262569832403,0
C7115,3286,FuelSave,174,469,281,1,2223,6339.0,0.6765063907486305,0
C7116,1370,V-Power Diesel,155,538,277,0,880,2195.0,0.6423357664233577,0
C7117,4696,V-Power Sans Plomb,190,57,30,4,1448,8797.0,0.3083475298126065,1
C7118,12296,V-Power Diesel,447,100,159,2,7098,13901.0,0.5772608978529603,0
C7119,3239,V-Power Sans Plomb,310,946,163,0,2445,3404.0,0.7548626119172585,0
C7120,1440,V-Power,11,686,198,1,1356,1205.0,0.9416666666666667,1
C7121,840,V-Power Diesel,385,56,71,3,470,1737.0,0.5595238095238095,0
C7122,4633,V-Power Diesel,442,817,494,4,4054,3600.5,0.8750269803582992,1
C7123,17543,FuelSave,285,345,284,3,10352,37169.0,0.5900929145528131,0
C7124,10725,V-Power,267,670,199,1,6548,11678.5,0.6105361305361305,0
C7125,10252,V-Power Sans Plomb,230,284,453,1,5664,12537.0,0.5524775653531019,0
C7126,3957,V-Power Sans Plomb,166,734,244,1,1749,6764.0,0.44200151630022744,0
C7127,10348,V-Power,273,279,445,1,7964,7057.0,0.7696173173560108,0
C7128,19859,FuelSave,377,190,118,4,10093,49915.0,0.5082330429528173,0
C7129,9741,V-Power Diesel,248,323,88,4,3764,16001.5,0.3864079663278924,1
C7130,953,V-Power Diesel,381,493,169,0,868,1255.5,0.9108079748163693,1
C7131,10396,FuelSave,279,461,183,4,3662,34993.0,0.3522508657175837,1
C7132,11476,V-Power Sans Plomb,139,76,36,0,7489,10218.5,0.652579295921924,0
C7133,16372,FuelSave,337,406,347,0,13254,16680.0,0.8095528951869044,0
C7134,1318,V-Power Diesel,133,775,159,2,522,3257.0,0.3960546282245827,1
C7135,5368,V-Power,263,780,162,0,3202,6620.0,0.5964977645305514,0
C7136,16896,V-Power Sans Plomb,56,128,460,0,7253,24751.5,0.42927320075757575,0
C7137,12671,FuelSave,304,249,394,1,8294,22932.0,0.654565543366743,0
C7138,1420,V-Power Diesel,142,190,134,1,861,1963.5,0.606338028169014,0
C7139,19302,V-Power Sans Plomb,235,26,111,1,10195,23239.5,0.528183607916278,0
C7140,10006,FuelSave,6,848,238,4,9139,5827.0,0.913351988806716,1
C7141,6975,V-Power,220,680,374,0,6461,2559.0,0.9263082437275986,1
C7142,2517,V-Power Sans Plomb,57,392,119,2,2163,1653.0,0.8593563766388558,1
C7143,8457,V-Power,308,26,251,1,7849,2205.0,0.9281068936975286,1
C7144,16730,V-Power Diesel,408,345,393,2,10293,17438.5,0.6152420800956366,0
C7145,9920,V-Power Sans Plomb,204,368,346,2,5418,12373.0,0.5461693548387097,0
C7146,5292,V-Power,444,916,69,1,3866,5094.0,0.7305366591080876,0
C7147,13737,FuelSave,223,362,442,4,9614,22042.0,0.6998616874135546,0
C7148,19318,V-Power,139,45,134,2,15135,10975.5,0.7834661973289161,0
C7149,16751,V-Power Diesel,111,431,299,4,12768,11198.5,0.7622231508566653,0
C7150,19752,FuelSave,24,835,401,3,7359,63525.0,0.3725698663426488,1
C7151,11207,V-Power,146,909,76,4,5786,15083.5,0.5162844650664763,0
C7152,1938,V-Power Sans Plomb,297,425,396,3,667,4595.5,0.3441692466460268,1
C7153,4043,V-Power,246,236,269,0,3557,1966.0,0.8797922334899827,1
C7154,11867,V-Power Sans Plomb,79,698,377,1,10042,5816.5,0.8462121850509817,0
C7155,18665,V-Power Sans Plomb,11,202,399,4,14242,12069.5,0.7630324136083579,0
C7156,16020,V-Power,187,573,17,1,9974,15992.0,0.6225967540574282,0
C7157,6843,V-Power Diesel,482,771,189,4,6412,2919.5,0.9370159286862487,1
C7158,2763,V-Power Sans Plomb,35,570,175,0,1545,3825.0,0.5591748099891423,0
C7159,10661,V-Power Diesel,151,929,107,0,6214,12304.5,0.5828721508301286,0
C7160,711,V-Power Sans Plomb,288,388,444,3,603,1690.0,0.8481012658227848,0
C7161,14309,V-Power Sans Plomb,419,31,93,1,9013,13883.0,0.6298832902369138,0
C7162,7527,V-Power,131,847,12,2,5233,6925.0,0.695230503520659,0
C7163,831,V-Power Sans Plomb,482,603,37,3,338,2654.5,0.40673886883273164,0
C7164,8669,FuelSave,433,577,304,3,6993,9994.0,0.806667435690391,0
C7165,9633,V-Power,55,290,150,0,8222,4022.5,0.853524343402886,1
C7166,15091,FuelSave,117,775,245,0,7813,37527.0,0.5177257968325492,0
C7167,16625,FuelSave,369,568,274,2,9393,37571.0,0.5649924812030075,0
C7168,1227,V-Power Sans Plomb,263,920,71,3,803,2614.0,0.654441727791361,0
C7169,11554,V-Power Diesel,188,918,464,1,4246,19940.0,0.3674917777393111,1
C7170,3743,V-Power,7,675,291,3,2058,5485.5,0.5498263425060113,0
C7171,17532,V-Power Diesel,134,664,391,0,6210,29494.0,0.3542094455852156,1
C7172,5595,V-Power,359,912,312,0,2094,10335.5,0.3742627345844504,1
C7173,14309,FuelSave,408,702,353,4,6310,41858.0,0.440981200642952,0
C7174,11429,V-Power Sans Plomb,431,753,157,1,4293,19281.0,0.3756234141219704,1
C7175,15342,V-Power Sans Plomb,34,575,5,3,10194,13784.0,0.664450527962456,0
C7176,17893,V-Power Sans Plomb,78,217,487,3,7554,26929.5,0.4221762700497401,0
C7177,2050,V-Power Diesel,145,877,381,2,1520,2928.0,0.7414634146341463,0
C7178,9495,V-Power Sans Plomb,266,676,234,1,3286,16798.5,0.3460768825697736,1
C7179,15666,V-Power Sans Plomb,221,84,493,0,11298,11718.0,0.7211796246648794,0
C7180,7992,V-Power Diesel,412,900,2,1,4767,9476.5,0.5964714714714715,0
C7181,13001,V-Power Diesel,86,663,151,1,4360,22602.5,0.33535881855241906,1
C7182,16067,V-Power Sans Plomb,254,969,91,2,13360,8281.5,0.8315180182983756,0
C7183,13765,V-Power Sans Plomb,97,705,279,2,5274,22508.5,0.3831456592807846,1
C7184,5924,FuelSave,466,217,11,4,5506,3184.0,0.9294395678595544,1
C7185,14586,V-Power Sans Plomb,271,200,162,0,13296,3858.0,0.911559029206088,1
C7186,3661,V-Power Diesel,5,47,35,2,1857,4797.0,0.5072384594373122,0
C7187,9715,V-Power,232,756,466,0,6255,10104.0,0.6438497169325785,0
C7188,7117,V-Power Sans Plomb,14,925,47,2,6706,2213.5,0.9422509484333287,1
C7189,12426,V-Power,328,806,498,4,10327,7279.5,0.8310799935618863,0
C7190,15592,V-Power Sans Plomb,28,248,292,3,13106,7083.0,0.840559261159569,0
C7191,16660,V-Power Sans Plomb,191,500,166,4,13964,7997.0,0.8381752701080433,0
C7192,18060,FuelSave,233,99,319,1,16357,9266.0,0.905703211517165,1
C7193,16138,V-Power Sans Plomb,65,702,337,2,10157,16256.5,0.6293840624612715,0
C7194,2733,V-Power Diesel,366,735,386,1,1144,5559.5,0.4185876326381266,0
C7195,5200,V-Power Sans Plomb,96,568,328,1,3529,5269.5,0.6786538461538462,0
C7196,11527,V-Power,229,327,237,4,7740,10660.5,0.6714669905439403,0
C7197,8360,V-Power Sans Plomb,214,956,434,3,6586,6339.0,0.7877990430622009,0
C7198,8026,V-Power Diesel,119,514,421,4,4366,10604.0,0.543982058310491,0
C7199,6059,V-Power Sans Plomb,140,131,149,2,2687,9050.0,0.4434725202178577,0
C7200,7232,V-Power,467,254,212,3,5910,4538.0,0.8172013274336283,0
C7201,3013,V-Power Sans Plomb,70,88,270,1,1219,5013.0,0.40458015267175573,0
C7202,8330,FuelSave,312,176,111,1,5620,14249.0,0.6746698679471789,0
C7203,15281,V-Power Sans Plomb,464,90,446,0,13709,4930.0,0.8971271513644395,1
C7204,8410,V-Power,178,911,74,0,6798,5193.0,0.8083234244946492,0
C7205,16347,V-Power,212,22,90,1,13971,6364.0,0.8546522297669297,1
C7206,6149,V-Power,27,750,124,1,3669,7201.0,0.5966823873800619,0
C7207,17980,FuelSave,349,25,289,3,10034,40693.0,0.5580645161290323,0
C7208,9620,V-Power Sans Plomb,150,718,221,0,5820,10589.0,0.604989604989605,0
C7209,2451,V-Power,124,114,438,4,1381,3751.0,0.5634434924520604,0
C7210,10665,FuelSave,340,793,35,1,4460,32293.0,0.4181903422409752,0
C7211,14852,FuelSave,368,893,244,4,8728,32525.0,0.5876649609480205,0
C7212,10246,V-Power,256,886,261,3,8588,5848.0,0.8381807534647667,0
C7213,11470,V-Power Diesel,464,408,11,2,4720,17958.0,0.4115082824760244,0
C7214,9686,V-Power Sans Plomb,351,937,269,1,3258,17727.0,0.3363617592401404,1
C7215,9304,V-Power,343,714,99,3,7228,6646.0,0.7768701633705933,0
C7216,1095,V-Power Sans Plomb,198,844,184,1,375,3126.0,0.3424657534246575,1
C7217,8375,FuelSave,162,555,405,3,6142,12587.0,0.7333731343283582,0
C7218,6472,V-Power Sans Plomb,291,512,334,2,4774,5582.0,0.7376390605686032,0
C7219,16382,V-Power Diesel,13,163,351,1,7173,23649.5,0.4378586253204737,0
C7220,1358,V-Power Sans Plomb,183,350,446,1,469,3301.5,0.34536082474226804,1
C7221,6019,V-Power,61,370,426,2,1915,11317.0,0.31815916265160327,1
C7222,10480,V-Power,395,277,349,3,8340,6671.0,0.7958015267175572,0
C7223,4817,V-Power,102,611,243,1,3461,4446.0,0.7184969898276936,0
C7224,12644,V-Power Sans Plomb,342,388,342,3,6502,16727.0,0.5142360012654223,0
C7225,13379,V-Power,141,492,15,2,7749,14923.0,0.5791912699005904,0
C7226,1530,V-Power Sans Plomb,189,116,294,2,768,2704.0,0.5019607843137255,0
C7227,9987,V-Power Sans Plomb,117,914,267,3,6507,10298.0,0.6515470111144488,0
C7228,13805,V-Power,216,367,467,3,5389,22390.0,0.3903658094893155,1
C7229,10755,V-Power Diesel,21,734,109,3,6613,11519.0,0.6148768014876802,0
C7230,1947,V-Power,492,470,480,2,842,4404.5,0.4324601951720596,0
C7231,10737,FuelSave,112,316,141,2,6487,22019.0,0.6041724876594952,0
C7232,3350,FuelSave,100,341,222,3,2861,3408.0,0.8540298507462687,1
C7233,12453,V-Power Diesel,28,312,420,3,11389,3720.0,0.9145587408656549,1
C7234,8606,FuelSave,455,862,435,3,3709,26537.0,0.43097838717174064,0
C7235,10500,V-Power Diesel,74,148,177,1,4859,14601.5,0.46276190476190476,0
C7236,10003,V-Power Sans Plomb,349,322,349,2,8346,5362.5,0.8343496950914726,0
C7237,15993,FuelSave,186,52,440,1,10355,28968.0,0.6474707684612018,0
C7238,4555,V-Power Diesel,341,699,25,2,1754,8267.5,0.3850713501646542,1
C7239,5902,V-Power,14,572,292,4,4768,4113.0,0.8078617417824466,0
C7240,9781,FuelSave,148,330,401,1,6813,15819.0,0.6965545445250997,0
C7241,2172,FuelSave,110,779,418,3,1841,3262.0,0.8476058931860037,0
C7242,5032,V-Power Diesel,88,553,239,2,3060,6010.0,0.6081081081081081,0
C7243,5424,V-Power Sans Plomb,246,639,393,4,3027,7670.5,0.558075221238938,0
C7244,15769,V-Power Diesel,332,984,113,3,7192,23171.5,0.4560847231910711,0
C7245,13046,V-Power Diesel,70,687,145,2,5088,20997.0,0.39000459911083857,1
C7246,6585,FuelSave,112,596,128,0,5183,7846.0,0.7870918754745634,0
C7247,12890,V-Power Diesel,465,198,428,0,4017,23273.5,0.3116369278510473,1
C7248,13780,V-Power,395,734,258,4,5633,22154.5,0.40878084179970975,0
C7249,5364,V-Power Diesel,316,202,300,1,2160,8928.0,0.40268456375838924,0
C7250,9816,V-Power,46,192,33,4,9271,2033.5,0.944478402607987,1
C7251,1721,V-Power,281,717,233,3,716,4043.5,0.4160371876815805,0
C7252,3360,V-Power Diesel,68,942,69,1,2482,3374.0,0.7386904761904762,0
C7253,11202,V-Power Sans Plomb,242,278,473,4,7726,10083.0,0.6896982681663989,0
C7254,8928,V-Power,455,995,149,4,2856,17179.0,0.31989247311827956,1
C7255,15885,V-Power,419,810,467,0,11934,11573.5,0.7512747875354108,0
C7256,9836,V-Power,182,324,92,3,8066,5323.0,0.8200488003253354,0
C7257,3753,V-Power Sans Plomb,324,551,359,1,1298,7471.5,0.3458566480149214,1
C7258,4282,V-Power Diesel,341,311,346,0,3092,3973.0,0.7220924801494629,0
C7259,17650,V-Power Sans Plomb,470,68,470,0,5560,31233.0,0.31501416430594903,1
C7260,19565,V-Power Diesel,71,577,65,2,10555,23438.0,0.5394837720419116,0
C7261,16843,V-Power,498,509,266,3,11583,14723.0,0.6877040907201805,0
C7262,19549,FuelSave,402,677,272,0,11400,42096.0,0.5831500332497827,0
C7263,10451,V-Power,161,69,107,2,3847,17047.0,0.3680987465314324,1
C7264,16769,V-Power Diesel,453,336,36,3,15174,5112.5,0.904884012165305,1
C7265,15067,V-Power Sans Plomb,250,132,229,3,8100,18328.5,0.5375987256919095,0
C7266,12183,V-Power,190,845,402,1,9074,9309.5,0.7448083394894525,0
C7267,4013,V-Power,125,739,415,3,1380,8161.5,0.3438823822576626,1
C7268,17379,V-Power Diesel,177,315,465,4,13354,11419.5,0.7683986420392428,0
C7269,13835,V-Power Diesel,240,814,483,3,12754,4539.5,0.9218648355619805,1
C7270,11872,FuelSave,272,749,394,0,8086,20345.0,0.6810983827493261,0
C7271,6322,V-Power,120,859,343,4,4762,5622.0,0.7532426447326795,0
C7272,15337,V-Power,80,511,333,0,9453,15634.0,0.6163526113320728,0
C7273,12622,V-Power,334,75,240,0,8744,10344.0,0.692758675328791,0
C7274,2572,FuelSave,294,352,138,0,2355,1869.0,0.9156298600311042,1
C7275,9029,FuelSave,100,39,230,2,5106,20184.0,0.5655111308007531,0
C7276,19439,V-Power,158,279,29,1,6422,33108.5,0.3303667884150419,1
C7277,6459,V-Power Diesel,405,529,127,2,5393,3926.0,0.8349589719770862,0
C7278,9607,V-Power Sans Plomb,57,633,385,0,8886,2877.5,0.9249505568856042,1
C7279,6493,V-Power,24,74,34,3,2063,11507.0,0.31772678268904975,1
C7280,5521,V-Power,274,749,412,3,1678,11342.5,0.3039304473827205,1
C7281,19791,V-Power,53,728,465,0,12728,18903.5,0.6431206103784548,0
C7282,19798,V-Power Diesel,198,754,226,3,14295,15235.5,0.7220426305687443,0
C7283,14046,FuelSave,1,764,346,2,4923,46926.0,0.350491243058522,1
C7284,10674,V-Power Sans Plomb,334,338,306,3,3443,19355.5,0.3225594903503841,1
C7285,16638,V-Power Sans Plomb,21,451,260,1,15501,3674.5,0.93166245943022,1
C7286,12259,FuelSave,493,957,68,0,11467,5478.0,0.9353944041112652,1
C7287,9690,V-Power,165,774,498,4,4151,15684.5,0.4283797729618163,0
C7288,13386,V-Power,116,465,214,1,11602,5355.0,0.8667264305991335,1
C7289,17279,V-Power Sans Plomb,262,270,277,3,15232,6226.5,0.8815324960935239,1
C7290,17822,V-Power Sans Plomb,360,623,283,0,12946,13456.0,0.7264055661541915,0
C7291,10328,V-Power,342,846,408,4,3502,19061.0,0.3390782339271882,1
C7292,3010,V-Power Diesel,65,193,387,1,2444,2160.0,0.8119601328903654,0
C7293,18533,V-Power,371,360,45,3,8026,27343.5,0.4330653429018507,0
C7294,3935,V-Power Diesel,288,163,160,3,3610,1723.5,0.9174078780177891,1
C7295,3701,V-Power,337,58,346,0,3404,1483.5,0.9197514185355309,1
C7296,15653,V-Power Sans Plomb,120,582,121,3,7098,22510.5,0.4534594007538491,0
C7297,558,V-Power,363,796,150,0,235,2116.5,0.4211469534050179,0
C7298,11622,V-Power,134,408,37,4,8268,9364.0,0.7114093959731543,0
C7299,3471,FuelSave,314,438,180,2,1844,9267.0,0.5312590031691156,0
C7300,10219,V-Power,215,20,190,0,8434,4887.5,0.8253253743027693,0
C7301,14517,V-Power,266,432,259,1,5678,23154.5,0.39112764345250395,1
C7302,8814,V-Power,139,11,420,2,7859,3157.5,0.8916496482868165,1
C7303,10128,V-Power Sans Plomb,145,519,373,2,9417,3014.5,0.9297985781990521,1
C7304,9854,V-Power,484,596,372,1,6672,9507.0,0.6770854475339964,0
C7305,11992,V-Power Diesel,384,424,92,2,5922,16275.0,0.4938292194796531,0
C7306,3845,V-Power Diesel,444,23,384,2,2502,4408.5,0.6507152145643693,0
C7307,19370,V-Power,120,931,361,1,11375,21499.5,0.587248322147651,0
C7308,15857,V-Power Sans Plomb,256,257,450,1,13414,7170.5,0.8459355489689097,0
C7309,1061,V-Power Diesel,282,412,131,0,404,2467.5,0.38077285579641845,1
C7310,6761,V-Power,246,509,401,0,4678,6363.5,0.6919094808460287,0
C7311,2237,V-Power,72,12,173,0,726,4034.5,0.32454179704962005,1
C7312,9596,V-Power Diesel,448,600,6,2,5914,10459.0,0.6162984576907045,0
C7313,13182,V-Power Sans Plomb,475,518,60,0,4019,23960.5,0.3048854498558641,1
C7314,12223,V-Power Sans Plomb,331,750,256,2,10449,5972.0,0.8548637813957294,1
C7315,12598,V-Power Diesel,319,807,220,2,5401,19538.5,0.4287188442609938,0
C7316,9626,V-Power,48,483,56,2,5973,9919.5,0.6205069603158113,0
C7317,13889,V-Power Sans Plomb,207,570,12,1,9695,11374.0,0.6980344157246742,0
C7318,8766,FuelSave,368,953,246,4,5858,16507.0,0.6682637462924937,0
C7319,794,V-Power,454,355,89,4,560,1883.0,0.7052896725440806,0
C7320,11934,V-Power Sans Plomb,249,906,151,3,10068,6271.0,0.8436400201106083,0
C7321,5830,V-Power,162,924,27,2,4154,5503.0,0.7125214408233276,0
C7322,5155,FuelSave,440,510,179,2,4836,2924.0,0.9381183317167798,1
C7323,17993,V-Power Diesel,168,16,325,0,8750,23616.5,0.4863002278663925,0
C7324,13960,FuelSave,406,652,392,2,8193,30485.0,0.5868911174785101,0
C7325,4271,V-Power,34,8,484,0,2830,4128.5,0.6626082884570358,0
C7326,9063,V-Power Diesel,79,989,26,0,7125,5939.0,0.7861635220125787,0
C7327,18058,FuelSave,303,681,442,4,10981,37211.0,0.6080961346771514,0
C7328,1664,V-Power Sans Plomb,169,904,100,2,574,4098.0,0.3449519230769231,1
C7329,9975,FuelSave,455,20,437,0,4836,26607.0,0.48481203007518797,0
C7330,12888,V-Power,239,845,414,2,6356,18028.0,0.4931719428926133,0
C7331,14469,V-Power Sans Plomb,335,154,427,0,5095,24351.0,0.35213214458497477,1
C7332,8934,FuelSave,261,54,243,1,6128,14688.0,0.685918961271547,0
C7333,19684,V-Power,355,34,339,3,6449,34115.5,0.32762649867913024,1
C7334,7762,V-Power Diesel,375,730,84,4,4582,9539.0,0.5903117753156403,0
C7335,2041,FuelSave,350,423,92,1,892,6710.0,0.4370406663400294,0
C7336,3265,V-Power Diesel,110,88,279,4,1566,5124.5,0.4796324655436447,0
C7337,10806,V-Power Sans Plomb,91,779,231,4,6630,11941.0,0.6135480288728484,0
